wienerW1,wienerW2,apodizationRadius,hifiDenominatorScaleW1,hifiDenominatorScaleW2,score,expandedToCenterRms,sidebandMeanToCenterRms,sidebandMinToCenterRms,sidebandBalance,totalEnergyRatioToInput,p99GainRatioToInput
0.15,0.015,0.75,1.2,0.8,0.572843602357661,0.368995083711436,0.407416518409056,0.398471279877775,0.978043996433401,0.310835648366526,0.470613489590645
0.15,0.03,1.25,1.2,0.8,0.572499603149324,0.369121910965705,0.407798250608468,0.3989148125201,0.978216095642605,0.311179888576267,0.468074182358346
0.15,0.015,1.75,0.8,1,0.570010096253731,0.369741642641298,0.405785448063941,0.396412587303761,0.976901929813158,0.442631623515739,0.55753270949913
0.15,0.04,1.5,1.2,1.2,0.569896212582988,0.369924758460455,0.408578922762016,0.399656984258913,0.978163488114389,0.138379132406769,0.311929804325038
0.3,0.02,0.75,1,1.2,0.569567701969541,0.107579226238578,0.119060267795463,0.116485044268683,0.978370420506658,0.163479273579121,0.11629836273832
0.2,0.02,0.75,0.6,0.8,0.569508010809225,0.131446904817321,0.145679354080398,0.142567612023043,0.978639786831855,1.05993291588691,0.350042489108541
0.3,0.06,1.5,1.2,0.8,0.568617079762643,0.107538055996048,0.118803536454618,0.116172161941511,0.977851042219503,0.259491567884309,0.153796570583274
0.15,0.015,1.75,0.8,0.8,0.566624501388877,0.360967334629835,0.396492220195955,0.387397628922851,0.977062371441715,0.688378999108095,0.682253291362637
0.4,0.015,1.75,1.2,1.2,0.564759812278106,0.10730318746088,0.117818979487218,0.115096949099903,0.976896503439747,0.107201056423756,0.0931696268214638
0.15,0.03,1,1.2,1.2,0.56433980819388,0.371667679413648,0.410626206183899,0.401681148768662,0.978216058107039,0.138459298566822,0.315266065605989
0.3,0.015,1,0.8,1,0.56431344043012,0.107162765689548,0.118071696598921,0.115419826949644,0.977540174947391,0.356961023043992,0.170262604032094
0.15,0.03,1.75,1,1.2,0.563531793774798,0.371864042986223,0.409795110445055,0.40066684039345,0.977724795101405,0.198527479307639,0.376373612854538
0.3,0.04,1.25,1,0.8,0.560490331454827,0.106691820522908,0.117909789026757,0.115318851657031,0.978026104608341,0.367202816681482,0.177181808245935
0.15,0.02,1.25,1,0.8,0.559773481330874,0.373042180480118,0.411016611421424,0.401839912957015,0.977673168895357,0.446821979134239,0.567347653806011
0.3,0.06,1,1.2,1.2,0.559412749410066,0.106528875094929,0.117968346658662,0.115415381592145,0.978358897629511,0.115507055936996,0.100512072224009
0.3,0.04,0.75,1.2,1.2,0.558679348947943,0.10638247921166,0.118105463317454,0.115616379564556,0.978924905902039,0.115713542907805,0.0984668378246381
0.2,0.1,0.75,1.2,0.8,0.558539078339232,0.106346007271096,0.118201245247197,0.115707950575884,0.978906358675843,0.271716137567564,0.160164199306396
0.3,0.04,1,1,1.2,0.558523941755519,0.106461024256932,0.117778933741979,0.115219065966536,0.978265486924422,0.163306081187979,0.116775488848703
0.3,0.02,1.25,0.8,0.8,0.557708320286718,0.107136661726766,0.118094756148797,0.115451485661694,0.977617376306089,0.557674441690437,0.213372584076499
0.3,0.03,1.75,0.8,1,0.557163444650399,0.106422383868998,0.117294252280671,0.11466471961162,0.977581743197796,0.356746886963012,0.170935620749643
0.3,0.03,1.5,0.8,1.2,0.557069608900312,0.10640842327246,0.117296789964938,0.114671401973227,0.977617563170347,0.247771596172176,0.142112254370953
0.15,0.015,1,1,0.8,0.553274335589252,0.375087180499423,0.412976752221925,0.403691362556353,0.977515950678547,0.447117972718067,0.570895162646702
0.3,0.02,0.75,1,1,0.553107966057722,0.105886441844032,0.117239103981604,0.114712993020128,0.978453341285581,0.235319902718418,0.137917989414616
0.4,0.015,1.75,1.2,1,0.551730718872572,0.105955372704833,0.116390913670846,0.113711256311507,0.976977091468528,0.154326044405279,0.110594436740521
0.15,0.015,1.75,0.8,1.2,0.548681133789425,0.376471552810001,0.412892961820516,0.403304047096458,0.976776269855076,0.308505346699181,0.472090619839997
0.2,0.1,1.75,0.8,0.8,0.545580972621674,0.10643394648915,0.117447334864677,0.114807039386428,0.977519324033271,0.597715503060119,0.239101824889756
0.15,0.04,1.75,1.2,1.2,0.543393815091622,0.37832688057092,0.417636506770311,0.408476419873239,0.978066843418672,0.13904275303439,0.318934230063447
0.15,0.015,0.75,1.2,1,0.542228365631568,0.378681498093108,0.417725310373971,0.408479977818828,0.977867435069074,0.199983030139611,0.385251695615959
0.4,0.015,1.5,1.2,1.2,0.541750106757811,0.10493694407108,0.115278022032222,0.112625408458909,0.976989424987088,0.107149499843221,0.0915358909142283
0.3,0.06,1.75,1,1.2,0.541371317675241,0.104779504755199,0.11566209963426,0.113088997500517,0.977753281828019,0.162951883696107,0.117724703238119
0.3,0.015,1,0.8,0.8,0.540788615237451,0.105384205788198,0.116176226157816,0.113578685498642,0.97764137513259,0.557539202964939,0.21043907069283
0.15,0.1,0.75,0.6,1,0.539323877364034,0.107659485335208,0.119682469315337,0.117163798289176,0.978955388867151,0.694129251983543,0.25729691160971
0.2,0.04,1,0.6,0.8,0.535733300401687,0.125507849491056,0.139017286514859,0.136022554970489,0.978457847801185,1.0570831028838,0.342375377178774
0.3,0.03,1.5,0.8,1,0.534895666070492,0.104147379370628,0.114841083638886,0.112276739534165,0.977670498888841,0.356577368584673,0.168047078776261
0.4,0.015,1.75,1.2,0.8,0.534502787704155,0.104189237178982,0.114513329752903,0.111888331582288,0.977076920422464,0.241043917145465,0.13653285877346
0.3,0.06,1.25,1.2,0.8,0.53295303145279,0.103891614184788,0.114858718214956,0.112330841778717,0.977991427420355,0.259281579610089,0.149620001523913
0.3,0.02,1,0.8,1.2,0.532937547986981,0.103944811275499,0.114636902536666,0.11208255207815,0.977717904078067,0.247717286843853,0.138786824235906
0.15,0.1,1.75,0.6,0.8,0.532902873809001,0.127515220884847,0.140911387648215,0.137780545139399,0.977781479828784,1.0864225708225,0.370669144207052
0.3,0.02,0.75,1,0.8,0.531577607743399,0.103696376069811,0.114873882154556,0.112409798681278,0.978549663099541,0.367499838091551,0.169749264029658
0.3,0.04,1,1,1,0.5306354762837,0.103632019061038,0.114670536040699,0.112180383560449,0.978284286738081,0.23495663836545,0.137809581616706
0.3,0.04,0.75,1.2,1,0.530511388618046,0.103531922228424,0.11496353563089,0.112543174454567,0.978946705465862,0.166482418243438,0.11604703833148
0.2,0.1,0.75,1,1,0.529713026998325,0.103438396262984,0.114954702836548,0.112528998176532,0.978898604405382,0.248803911455533,0.1493565806901
0.4,0.015,1.5,1.2,1,0.528926893426376,0.103626482063518,0.113888829893209,0.11127730740202,0.977069546735727,0.15425353045278,0.108609701771014
0.15,0.03,1.5,1.2,0.8,0.528543638415754,0.383190935700603,0.422967506307894,0.413685844413634,0.978055851204079,0.313686367668563,0.485341624355338
0.2,0.1,1.5,0.8,0.8,0.525059847049687,0.104287787471273,0.115127104941795,0.112548475276137,0.977601889086307,0.597417127521704,0.235418763002748
0.15,0.015,1,1,1,0.524006552912229,0.384618692279398,0.42309430508638,0.413509774273488,0.977346585152132,0.287658650058403,0.466597376812544
0.15,0.02,1.25,1,1,0.523074979321222,0.384947190377778,0.42374721866903,0.414210798137369,0.977495025072696,0.28785485474173,0.468500582441831
0.3,0.03,1.75,0.8,0.8,0.521930254645552,0.103445389716101,0.114051444928906,0.111500344885134,0.977632023466576,0.556955099726304,0.209682432154213
0.15,0.03,1.25,1.2,1,0.521783787720585,0.385444654435451,0.425465766685822,0.416130873022645,0.978059589292245,0.200984632066702,0.391199690065771
0.2,0.1,1,0.8,1,0.520932330418287,0.102653489709482,0.113641096106199,0.111158945972038,0.978157988446002,0.383445206141234,0.184999970391542
0.4,0.02,1.75,1.2,1.2,0.520454093018799,0.102760942712774,0.112989733937839,0.110408185219639,0.97715236041161,0.107097424989528,0.0899955894775018
0.3,0.03,1.25,0.8,1.2,0.520137231626535,0.102649029563283,0.113241732879664,0.110723806475269,0.977765031138557,0.247579283152768,0.13805750583249
0.3,0.06,1,1.2,1,0.520038962785756,0.102554410860723,0.113557251800569,0.111095175783098,0.978318636824752,0.166070964187856,0.117679311276818
0.3,0.06,1.5,1,1.2,0.519890571029025,0.102603039119095,0.113310292879693,0.110799216082626,0.977838934722967,0.16287552174674,0.115807090279105
0.15,0.015,0.75,1.2,1.2,0.519673311052504,0.386115256719904,0.425614115457572,0.416135612391599,0.977729819755197,0.139447119918688,0.326755848426214
0.15,0.1,1.5,0.6,0.8,0.518118853743802,0.124926806490957,0.13811072931136,0.135053791693054,0.977866038116314,1.08568227755798,0.364610424075732
0.3,0.02,1,0.8,1,0.516891276551852,0.102319852098645,0.112893527826422,0.110387060208345,0.977797951163941,0.356583451946544,0.16444436769185
0.15,0.02,1.5,1,0.8,0.515545875634025,0.387483020849263,0.426547258568223,0.416954476406615,0.977510622870235,0.45052892322251,0.588622718794615
0.4,0.015,1.5,1.2,0.8,0.511994820303911,0.101908969802822,0.112061982481018,0.109503467185005,0.977168748585664,0.240934085378144,0.134094841459875
0.2,0.06,0.75,0.6,1.2,0.506734277870995,0.101158200361473,0.112395613873885,0.110034359276634,0.978991577020969,0.466721310548521,0.194009959288133
0.4,0.02,1.75,1.2,1,0.504495273124951,0.101149634007953,0.111265458609723,0.108732076960988,0.977231193935753,0.154165129845934,0.106680432513262
0.3,0.04,1.75,0.8,1.2,0.50431159455669,0.101074837750707,0.111460730515514,0.108970445482187,0.977657736300409,0.247363858799565,0.137716962955088
0.4,0.015,1.25,1.2,1.2,0.504194484703219,0.101131157809078,0.111188203005309,0.108646745689696,0.977142743142533,0.107068625601054,0.0888401549043089
0.3,0.06,1.75,1,1,0.502897535638497,0.100916724429827,0.111386680524363,0.108903810618914,0.977709454184639,0.234291738604313,0.137987682345306
0.15,0.03,1.75,1.2,0.8,0.502685411022991,0.391937915122102,0.432391131239785,0.422860707825323,0.977958790720022,0.315291016187698,0.495784932376799
0.15,0.015,1,1,1.2,0.50245544500676,0.391932088399853,0.430835242923455,0.421018367070243,0.977214315647441,0.200579588627351,0.395684927562564
0.2,0.1,1.75,0.6,1.2,0.502044834409121,0.100850894274421,0.111282666771486,0.108784581612071,0.97755189346294,0.463625257659221,0.199583574341463
0.3,0.03,1.5,0.8,0.8,0.500400289594284,0.101246748906233,0.111679518953399,0.109191296277692,0.977719973196289,0.556703284243069,0.206188972018843
0.2,0.06,1.75,0.6,0.8,0.499694143174656,0.11959259206353,0.13212153805382,0.129195011946443,0.977849742362332,1.05266328002864,0.337142399351575
0.3,0.03,1.25,0.8,1,0.498566795256503,0.100484515557978,0.110888513418105,0.108428659593203,0.97781687436257,0.356310884569472,0.163427629064579
0.4,0.02,1.5,1.2,1.2,0.498206706805968,0.10051971273111,0.110579229591398,0.108062852365393,0.97724367193276,0.107049834357573,0.0885147952595272
0.2,0.03,0.75,0.6,0.8,0.496905601184457,0.119220709793067,0.132362438979287,0.129575723996912,0.978946330969234,1.05639381762258,0.325273651527334
0.15,0.02,1.25,1,1.2,0.495815643770286,0.394260594484161,0.433674946882017,0.423851957362111,0.97734941898182,0.200949759895655,0.399433194888233
0.3,0.04,1,1,0.8,0.494413084329663,0.100008866888805,0.110677350229131,0.10827432531037,0.978288015445023,0.366686202885719,0.168333863170922
0.3,0.04,0.75,1.2,0.8,0.493920340257225,0.099880400724747,0.110926326462692,0.108591789120424,0.978954163391921,0.259820745650498,0.141736132613116
0.15,0.1,1.25,0.6,0.8,0.493265376274226,0.120751969785007,0.133590540577569,0.130652282646152,0.978005494111231,1.08451527595678,0.354211129590793
0.4,0.015,1.25,1.2,1,0.491768307569592,0.0998803714720796,0.109861155927829,0.107358747725054,0.977222083805315,0.154139750253433,0.105609035805391
0.2,0.1,1.25,0.8,0.8,0.491525401593875,0.100825650079362,0.111381732527899,0.108902158187452,0.977738051975211,0.596946206335443,0.229155025611312
0.3,0.02,1,0.8,0.8,0.490375613543554,0.10021897962458,0.110631005230303,0.108185017300551,0.977890574846897,0.556892146887298,0.202445184953062
0.15,0.02,1.75,1,0.8,0.489573670973677,0.396465676915572,0.436200275531872,0.426347470858222,0.977412199793693,0.45290441788065,0.601391104433301
0.3,0.03,0.75,1,1.2,0.488518050121635,0.0993806603014248,0.110184893240467,0.107837968131013,0.978700119041437,0.163159790594878,0.109799494881883
0.15,0.02,1,1.2,0.8,0.487704596877185,0.397184603443177,0.438076074680944,0.428388070857741,0.977885110867423,0.316027969584051,0.505752238930164
0.3,0.06,1.25,1,1.2,0.4848917880178,0.0990954724737415,0.10951752192399,0.107105965430702,0.977980176587983,0.162755238865823,0.112666278072239
0.15,0.03,1.25,1.2,1.2,0.484200642173807,0.398438315337142,0.439486239185657,0.429782555063139,0.977920391454125,0.140615540313407,0.33740740731644
0.2,0.06,1.5,0.6,0.8,0.483798915262386,0.117122819212765,0.129450896357577,0.126594642291743,0.977935617703688,1.05203479134115,0.331366494584283
0.4,0.02,1.75,1.2,0.8,0.483733235951041,0.0990681374867353,0.109029707783916,0.106557160640598,0.977322262036889,0.240768160280998,0.131471128265374
0.3,0.04,1.5,0.8,1.2,0.482934587126329,0.0989362292506857,0.109152843361956,0.106723654940463,0.977745074276831,0.247256422558045,0.135445315311079
0.4,0.02,1.5,1.2,1,0.482564342981063,0.0989521209356187,0.108900807135688,0.106431145653535,0.977321917558647,0.154098549700721,0.104926571240277
0.3,0.06,1.5,1,1,0.482035973842167,0.0988315365798228,0.109133305118627,0.106709933645808,0.977794391270519,0.234188634724531,0.135758070087923
0.2,0.1,1.5,0.6,1.2,0.481590565345188,0.098805757440993,0.10907195597832,0.106632543218962,0.977634830718146,0.463416782003166,0.196548411332276
0.15,0.02,1.5,1,1,0.479864139221704,0.399928884755703,0.439845661250833,0.429875122733299,0.977331733842321,0.290387312487231,0.486247749052201
0.15,0.03,1.5,1.2,1,0.479209202928508,0.400229936031439,0.441394126363826,0.431638629452468,0.977898444205132,0.202737882364305,0.405877245563315
0.3,0.04,1.75,0.8,1,0.477735048959822,0.098427325845146,0.108559204585755,0.106135326557506,0.977672293772804,0.355913512222043,0.162539164831599
0.4,0.015,1.25,1.2,0.8,0.475396299807849,0.098240555765395,0.108115435415643,0.105663402961868,0.977320236982365,0.240761688351832,0.130390410725117
0.15,0.015,1.25,1,0.8,0.472520452567236,0.402579459051328,0.442518821004067,0.432436337153336,0.977215694853714,0.454289847676259,0.611426296655696
0.3,0.06,1,1.2,0.8,0.469199387396231,0.0975074523007106,0.107943856303596,0.105595780892462,0.97824725286329,0.258928318881361,0.142524261959519
0.3,0.03,0.75,1,1,0.467481515301977,0.0972945077432701,0.107905977212859,0.105613339861265,0.978753379462274,0.23482164933426,0.129898061385002
0.3,0.015,1.75,0.6,1.2,0.46729540128772,0.097487581915158,0.107027674792587,0.104552379125864,0.976872377433969,0.418802732026858,0.170308916744855
0.3,0.03,1.25,0.8,0.8,0.465391931528498,0.0977061701836033,0.107857153291803,0.105469736462044,0.977865011666862,0.556307227350486,0.200500148716589
0.4,0.02,1.5,1.2,0.8,0.46224566380589,0.0969265692478983,0.106723907105209,0.104313251752585,0.977412227325527,0.240667975023144,0.129264266945337
0.4,0.02,1.25,1.2,1.2,0.462093516968518,0.0969136909172986,0.10669800515808,0.104286021823192,0.977394297753602,0.106975112026603,0.0860221211154877
0.2,0.06,1.25,0.6,0.8,0.457367719159377,0.113141675238762,0.125142984872212,0.122399504667005,0.978077235347964,1.05104495768411,0.322095378171373
0.3,0.04,1.5,0.8,1,0.456891968079562,0.0963549635068718,0.106322148208804,0.103957434797074,0.977758976360354,0.355765807627131,0.159929226913848
0.15,0.02,1.75,1,1,0.454607989550348,0.409249462255018,0.449853205968337,0.439611340768768,0.977232872715617,0.292010780406269,0.497233490366165
0.3,0.03,1,0.8,1.2,0.454401267158807,0.0960831524622658,0.1061504222817,0.103818703445197,0.978033824205475,0.247257317115923,0.131258318977495
0.15,0.03,1.75,1.2,1,0.454317555377452,0.409423961206145,0.451291199218592,0.441272918213926,0.977800850045353,0.203860827139731,0.415167186981694
0.15,0.02,1.5,1,1.2,0.453488978387308,0.409668297254087,0.450219525302281,0.439948037737471,0.977185601717488,0.202798258501513,0.414712308706732
0.3,0.06,1.75,1,0.8,0.453352189610119,0.096008635575951,0.105942744970411,0.103573199408744,0.977633715623201,0.365306610710902,0.167079242243073
0.15,0.02,1,1.2,1,0.451545987451511,0.410465109155854,0.452291728419094,0.44220403945922,0.977696499126497,0.203819124281608,0.417974236825338
0.2,0.1,1.25,0.6,1.2,0.448396123004656,0.095507242057003,0.105504054553632,0.103158868224432,0.977771599971946,0.4630878019459,0.191431727820344
0.3,0.04,1.25,0.8,1.2,0.448277165505654,0.0954918206979311,0.105433152047287,0.103101930041774,0.977889098824738,0.247087378077818,0.13193589126799
0.3,0.06,1.25,1,1,0.448197238804018,0.0954705090159803,0.105498696643228,0.10317080994311,0.977934450621797,0.2340261442558,0.132101307785171
0.2,0.1,0.75,1,0.8,0.447668996873551,0.0953253938229351,0.105852964476737,0.103602081976231,0.978735763219924,0.386808235652311,0.176323422952054
0.4,0.02,1.25,1.2,1,0.447032692637002,0.0954159855556152,0.105092935532225,0.102725355971196,0.977471563154659,0.153993977233113,0.10196792029135
0.2,0.1,0.75,0.8,1.2,0.447016067480573,0.0952550653000051,0.105802866031996,0.103561536835155,0.978815987875383,0.266428679684461,0.144596645158766
0.15,0.1,1,0.6,0.8,0.446945062823363,0.11343600335349,0.125660058371547,0.122928168210575,0.978259677765747,1.08255069818904,0.33663789472229
0.2,0.06,0.75,0.6,1,0.446840485456559,0.0973803191743356,0.108188171243647,0.105911029317476,0.978952024976535,0.671076482188017,0.227429804790212
0.3,0.015,1.5,0.6,1.2,0.445741791616486,0.0953422188104178,0.104723903374673,0.102311561596982,0.97696474539284,0.41863381741547,0.167191056077278
0.15,0.015,1.25,1,1,0.444906609097172,0.41293795643656,0.453499595852658,0.44308971238369,0.977045440471901,0.29249678864444,0.499873158400107
0.3,0.015,1.75,0.6,1,0.444843818204029,0.0962844710217986,0.105752540445891,0.103315007221345,0.976950594148678,0.602931774183547,0.202288492865587
0.15,0.03,1.5,1.2,1.2,0.442890439284243,0.413798992160946,0.456022966779079,0.445880349984905,0.977758539518719,0.141919275775261,0.350308420711367
0.4,0.03,1.75,1.2,1.2,0.442574547597397,0.094975838807469,0.104608329865093,0.102250714295131,0.977462448994233,0.106901356172672,0.085152528340405
0.3,0.03,0.75,1,0.8,0.440312845129043,0.094612795463273,0.104965808083935,0.102740889783602,0.978803399497923,0.366637027468635,0.159567900496539
0.3,0.04,1.75,0.8,0.8,0.438576558452465,0.0950359183307867,0.104831096630043,0.10249029810425,0.977670761815519,0.55549441582814,0.198830640338561
0.4,0.015,1,1.2,1.2,0.437648782147902,0.0944947042826715,0.104047158700307,0.101698023855327,0.977422402741953,0.106933637322558,0.0841577293888287
0.3,0.03,1,0.8,1,0.4342012562648,0.0940855494800444,0.103974663998294,0.101695919182489,0.978083652996054,0.355864430102199,0.155459407529354
0.3,0.06,1.5,1,0.8,0.433465257343565,0.0940377049290186,0.103812819905516,0.101499633784917,0.977717721927754,0.365158547484207,0.16438504541132
0.2,0.1,1,0.8,0.8,0.431882749402998,0.0947567043713326,0.104808808760615,0.102501570253135,0.977986215712551,0.596151749738082,0.218591241402182
0.15,0.015,1.5,1,0.8,0.431013482467772,0.418369701141088,0.459463182366381,0.448919172374784,0.977051458318613,0.458634424661047,0.634571362433205
0.3,0.015,0.75,0.8,1.2,0.430505361743731,0.0937253192697497,0.103551775260108,0.10127952799277,0.978056897029237,0.247246584123006,0.127764536477233
0.2,0.04,0.75,0.6,0.8,0.42914063139267,0.109084294067336,0.121191720006246,0.118649579179799,0.97902380767996,1.0530847778569,0.3056039116089
0.15,0.02,1.75,1,1.2,0.428833939671013,0.419255093295167,0.460505694709642,0.449953866623721,0.977086433008012,0.203983607060175,0.424147172879288
0.4,0.02,1.25,1.2,0.8,0.427517278381929,0.0934798929263939,0.103010210328155,0.100698724077759,0.977560610321709,0.240510554221967,0.125701532371543
0.3,0.02,1.75,0.6,1.2,0.426586917710543,0.0934320158240741,0.102714446559207,0.100364356144262,0.977120156962632,0.418457026510898,0.164970181539795
0.4,0.015,1,1.2,1,0.426103585588187,0.0933467458643289,0.102827315272886,0.100513729616132,0.977500281412446,0.153949746466093,0.10008482152552
0.15,0.02,1,1.2,1.2,0.424943873803754,0.420867259247295,0.463391534838098,0.452985150603487,0.977542998841686,0.142412112499663,0.35679682161662
0.15,0.015,1.25,1,1.2,0.424713240652439,0.420888995183979,0.461904633828807,0.451240454326665,0.97691259467621,0.204075137434007,0.423671728170438
0.2,0.1,1.75,0.6,1,0.424189002619417,0.0950870279681666,0.104857278656171,0.102489911580802,0.977422959038147,0.665352725159378,0.23010298427819
0.3,0.015,1.5,0.6,1,0.424108557714435,0.0941724867747242,0.103483512149908,0.101107788244795,0.977042488646188,0.60269402007781,0.198725261669915
0.3,0.04,1.25,0.8,1,0.423203500378424,0.093016718199865,0.102716063834092,0.100446235576862,0.977901915508597,0.355533299095424,0.155594629559133
0.3,0.06,1,1,1.2,0.422986975005179,0.092957505745741,0.102872387708151,0.100633632508722,0.978237549946056,0.162553014935978,0.107239230338783
0.4,0.03,1.75,1.2,1,0.422632613986899,0.0930016038020428,0.102464008765419,0.100159673977814,0.977510788272196,0.153858559905222,0.10077648522064
0.4,0.03,1.5,1.2,1.2,0.422068137762985,0.0929424449009085,0.102416850403707,0.100117691183537,0.9775509673349,0.106860060424389,0.0837472680090345
0.3,0.06,0.75,1.2,1.2,0.421782369889896,0.0927733879725055,0.103034595891707,0.100861652271394,0.978910543575131,0.115178675510016,0.0902040866156987
0.3,0.1,1.75,1.2,1.2,0.421289006114099,0.0928581283795809,0.102403136756774,0.100093792017397,0.977448496085994,0.114412938172417,0.0931670398414741
0.3,0.015,0.75,0.8,1,0.419147888249242,0.0925980332670678,0.102350493566851,0.100112637007455,0.978135361331366,0.355956438917143,0.152055766917425
0.15,0.03,1.75,1.2,1.2,0.418849512634136,0.423352240017021,0.466299582610948,0.455882695864022,0.977660527404725,0.142754606760063,0.358182026672211
0.3,0.04,1.5,0.8,0.8,0.418744499448268,0.0930472119559001,0.102683713005613,0.100399682029076,0.977756638227408,0.555277168982482,0.195593779741561
0.3,0.04,0.75,1,1.2,0.418584491542198,0.0924725572746288,0.102611406858825,0.100439023255646,0.978829024280234,0.162847770912351,0.104795434316259
0.4,0.015,1.75,1,1.2,0.416999805678675,0.0925102127687747,0.101555578434382,0.0992054387027007,0.976858585536004,0.148700079597449,0.097226499758491
0.15,0.02,1.25,1.2,0.8,0.412150745647059,0.426099727829897,0.469198255802333,0.458681997281121,0.977586748477507,0.321597140060152,0.541480903858067
0.3,0.015,1.25,0.6,1.2,0.410995622342963,0.0918915221723449,0.101015683192374,0.0987041553034625,0.977117138489181,0.418368705477282,0.162530680729236
0.4,0.015,1,1.2,0.8,0.410947838828205,0.0918408558737879,0.101221596914859,0.0989538765908282,0.977596477499377,0.240473616073144,0.123806859975847
0.2,0.06,1,0.6,0.8,0.408999230018448,0.106172288590574,0.117592393105255,0.115044791902325,0.978335323096543,1.04938129733158,0.306320568713651
0.15,0.015,1.75,1,0.8,0.406899881891601,0.428195587310741,0.469999070008543,0.459166553033921,0.97695204593825,0.46142108851825,0.648822468174013
0.3,0.02,1.5,0.6,1.2,0.406103577083005,0.0913983822427797,0.100527285975842,0.0982363589812041,0.977210893814561,0.418300706118211,0.162178235941288
0.2,0.1,1.5,0.6,1,0.40573550723446,0.0931688969592313,0.102784511203773,0.100472361837519,0.977504885325864,0.665080735888027,0.226468753012726
0.4,0.015,1.75,1,1,0.405643625201483,0.091378905344092,0.100356348852626,0.0980416871094498,0.976935572391387,0.214081156161276,0.115565877948003
0.15,0.015,1.5,1,1,0.404529432800743,0.429207024067204,0.470943253937083,0.46005540202204,0.976880756175992,0.295429240553993,0.518983361774463
0.3,0.03,1,0.8,0.8,0.403709380667928,0.0915187924081682,0.101168921124451,0.0989562889579375,0.978129329225605,0.555643097786654,0.190687833141177
0.3,0.02,1.75,0.6,1,0.402745717142821,0.0919925644936496,0.101173511916468,0.0988663605819805,0.977196093218621,0.602391871291856,0.195475437463619
0.4,0.03,1.5,1.2,1,0.402649178282897,0.0910195153881029,0.100326980651409,0.0980795202087153,0.9775986436739,0.153801252216841,0.0991926839694569
0.15,0.015,1,1.2,0.8,0.402398999955735,0.430166677662095,0.473288473406954,0.462593331198268,0.9774024874688,0.322216464240079,0.546534328083501
0.3,0.1,1.5,1.2,1.2,0.402338531420549,0.0909793867714372,0.10037299910438,0.0981176844540948,0.977530663919486,0.114368317910004,0.0917545180437809
0.3,0.06,1.25,1,0.8,0.401387958005541,0.0908601916113891,0.10037666581715,0.0981539495104156,0.977856244888796,0.364925046641015,0.160172185976766
0.3,0.015,0.75,0.8,0.8,0.399739435582543,0.0911179389407041,0.100767683615207,0.0985742026760545,0.978232297692502,0.556016517295342,0.187827386866627
0.4,0.02,1,1.2,1.2,0.398678616869574,0.0906215774148831,0.0999169426505429,0.0976856906953681,0.977668932855777,0.106850187949595,0.0817296697748865
0.4,0.03,1.75,1.2,0.8,0.397027932813424,0.0904668527623931,0.0997010715394929,0.097463235522578,0.977554543974701,0.240235358275622,0.123954192867702
0.4,0.015,1.5,1,1.2,0.39654571550563,0.0904765604924998,0.0993717767364502,0.0970813226737457,0.976950658044696,0.14864558645184,0.0956334605742428
0.3,0.04,0.75,1,1,0.394287627754097,0.0900775561871975,0.0999692145169421,0.0978542233460614,0.978843575183615,0.234326789629988,0.123644615932262
0.3,0.02,0.75,0.8,1.2,0.392151959503362,0.08991842757722,0.0994803541022011,0.0973221613208739,0.978305336759156,0.247057120422549,0.123996276656725
0.4,0.015,1.75,1,0.8,0.390766106306052,0.0898959696011813,0.0987790431141546,0.096510150521923,0.97703062794798,0.334403139840983,0.142730080846807
0.3,0.015,1.25,0.6,1,0.390721487760557,0.0907751141676112,0.0998308310731496,0.0975540980495985,0.977194089250015,0.60232076112126,0.19325651966766
0.2,0.1,0.75,0.8,1,0.390653785485017,0.0897202231559891,0.0995946898183746,0.0974724698502197,0.978691434533054,0.382392229068357,0.166617588869421
0.2,0.1,1,0.6,1.2,0.390052612278679,0.0897271194656802,0.0992446706046532,0.0970633565190619,0.978020844118867,0.462532952059648,0.182519342714681
0.4,0.03,1.25,1.2,1.2,0.389082547114027,0.0896688315174626,0.0988861919173036,0.0966807278252192,0.97769694585945,0.106795118118075,0.0815512727123389
0.3,0.06,1,1,1,0.388790237880432,0.0895872401288786,0.0991288889924156,0.0969668545169784,0.978189662999223,0.23375270804551,0.125895102091141
0.3,0.04,1,0.8,1.2,0.387510872921562,0.0894709599511388,0.0989229616298018,0.0967616485387984,0.978151552931749,0.246803713634349,0.125538430576466
0.3,0.06,0.75,1.2,1,0.387267910300728,0.0893771858970256,0.0992501410610315,0.0971525617081118,0.978865729252417,0.165627694520918,0.105861737757719
0.3,0.04,1.25,0.8,0.8,0.386810315441742,0.0898430883296999,0.0992215210037527,0.097028551100702,0.977898243436847,0.554934995251055,0.190526468656701
0.4,0.015,1.5,1,1,0.385528045785641,0.0893766574654192,0.0982052377957588,0.0959491853587306,0.977027167922344,0.214004424645292,0.113665447969329
0.15,0.015,1.5,1,1.2,0.385218934276496,0.437527346182011,0.479732518547237,0.468577598470163,0.976747625716817,0.206194702818637,0.439480674636982
0.4,0.02,1,1.2,1,0.384835795932096,0.0892444276703778,0.0984385666108806,0.0962477550886593,0.977744378065953,0.153819046441251,0.0968328086747358
0.3,0.02,1.5,0.6,1,0.383155908705289,0.089998016061296,0.0990273545804935,0.0967780706910877,0.977286236727878,0.602172970709178,0.19236891163836
